name,latitude,longitude,timestamp,pm25,pm10,co,no2,o3
Kyiv,50.4501,30.5234,2024-11-20 17:40:06.483026,109.93428306022466,162.45282811775826,0.5079756526899216,15.11634218313435,45.49407035338601
Kyiv,50.4501,30.5234,2024-11-20 23:40:06.483026,24.351713877106516,35.26694585715381,0.41493739344960673,20.06989205518264,42.50882657900831
Kyiv,50.4501,30.5234,2024-11-21 05:40:06.483026,28.324512659390347,40.47065803486162,0.4811089486524735,20.472953899443453,39.50180225756947
Kyiv,50.4501,30.5234,2024-11-21 11:40:06.483026,32.74425224279022,47.60020771081092,0.5786142467499875,18.516835540978025,33.507442361530906
Kyiv,50.4501,30.5234,2024-11-21 17:40:06.483026,24.00136668794167,34.627281407731104,0.4854610080931629,17.309890007850306,38.6011948238562
Kyiv,50.4501,30.5234,2024-11-21 23:40:06.483026,24.04447618961632,37.76800961998898,0.5204814107473702,14.84126679524898,42.5647265441914
Kyiv,50.4501,30.5234,2024-11-22 05:40:06.483026,33.15424847980829,49.41788856814788,0.5218673881180621,18.043644126905047,34.865484708208925
Kyiv,50.4501,30.5234,2024-11-22 11:40:06.483026,29.138376694233628,40.96281584075163,0.5477635740427734,21.5700378840379,40.103068235799945
Kyiv,50.4501,30.5234,2024-11-22 17:40:06.483026,22.996844186552696,34.55735607535376,0.5627494138259302,18.063373743995026,34.598617320286564
Kyiv,50.4501,30.5234,2024-11-22 23:40:06.483026,28.100023026851566,42.59456680517383,0.4903293952035128,19.480190292183053,38.657713333061714
Kyiv,50.4501,30.5234,2024-11-23 05:40:06.483026,23.11313386598299,33.71102707609278,0.4174709162916964,21.614405027259604,33.88219666378103
Kyiv,50.4501,30.5234,2024-11-23 11:40:06.483026,23.144565115373034,37.02861784144495,0.38759274479699873,21.798675430880166,33.42094038585047
Kyiv,50.4501,30.5234,2024-11-23 17:40:06.483026,26.726008030062708,39.2471342737095,0.6120925747182867,17.01949977961815,42.47474206566833
Kyiv,50.4501,30.5234,2024-11-23 23:40:06.483026,15.992768677717043,26.205828389849863,0.5882084428172272,23.27076301986394,37.9399670595068
Kyiv,50.4501,30.5234,2024-11-24 05:40:06.483026,16.97754361109277,26.659880975989108,0.5769791239069113,23.68311665489542,38.474246178444496
Kyiv,50.4501,30.5234,2024-11-24 11:40:06.483026,91.33458739315319,138.85509210581858,0.5940220426761307,16.932992675590903,37.80040856788534
Kyiv,50.4501,30.5234,2024-11-24 17:40:06.483026,20.62386866635108,28.73870131791383,0.4976048869978751,17.872501525088136,54.64762634016695
Kyiv,50.4501,30.5234,2024-11-24 23:40:06.483026,27.302187961957145,41.14990232741192,0.4521313842030605,23.938747698928964,44.1332623770001
Kyiv,50.4501,30.5234,2024-11-25 05:40:06.483026,21.233744414728577,31.744960612943327,0.41743655486688885,19.94637183240141,44.73451488434048
Kyiv,50.4501,30.5234,2024-11-25 11:40:06.483026,18.755245446627768,25.288855120126584,0.40740027940753465,13.74904813429656,37.34806824842354
Kyiv,50.4501,30.5234,2024-11-25 17:40:06.483026,33.187891831982235,51.99195920757917,0.6384088286025223,16.230779479489172,43.81322542391835
Kyiv,50.4501,30.5234,2024-11-25 23:40:06.483026,24.77363459787773,35.525650103001894,0.4687358364307933,19.70314917463776,40.215169135075186
Kyiv,50.4501,30.5234,2024-11-26 05:40:06.483026,26.283008521611613,38.20537712474546,0.6243932568845286,16.98355579823219,37.50080254275602
Kyiv,50.4501,30.5234,2024-11-26 11:40:06.483026,18.864460456261433,26.270059013196697,0.5010754447085092,19.253829381755033,51.12775908708592
Kyiv,50.4501,30.5234,2024-11-26 17:40:06.483026,23.309103351848435,36.3660276799134,0.45299621866524453,20.61269712828791,44.41048227275965
Kyiv,50.4501,30.5234,2024-11-26 23:40:06.483026,26.62842641519096,36.890780185241255,0.4120397895778183,24.923670545425004,44.22241335232337
Kyiv,50.4501,30.5234,2024-11-27 05:40:06.483026,20.36162218410543,31.77818287708728,0.4635163657255638,19.686933286925107,36.8162170029668
Kyiv,50.4501,30.5234,2024-11-27 11:40:06.483026,28.037836087683363,44.14578210401197,0.6650107982097292,23.79729839669578,35.38797277699778
Kyiv,50.4501,30.5234,2024-11-27 17:40:06.483026,23.1988869993995,35.872687354350774,0.41562060100188924,24.887320710607074,41.51536332229949
Kyiv,50.4501,30.5234,2024-11-27 23:40:06.483026,24.78632388990151,38.604742802545125,0.7365705349253229,24.925325327490174,38.999618855699694
Kyiv,50.4501,30.5234,2024-11-28 05:40:06.483026,23.278948713378824,36.437516009224325,0.4416888927435517,21.498004667419607,44.994427374727245
Kyiv,50.4501,30.5234,2024-11-28 11:40:06.483026,35.591537987886646,51.488458328378435,0.6015979383719637,14.775206089154057,45.391525002456504
Kyiv,50.4501,30.5234,2024-11-28 17:40:06.483026,26.30530159744298,42.32742235549316,0.512930624997154,22.06886845677792,42.38669792229569
Kyiv,50.4501,30.5234,2024-11-28 23:40:06.483026,21.12684830739093,30.770119952819396,0.4962521007907901,23.85290113952584,46.261670296169406
Kyiv,50.4501,30.5234,2024-11-29 05:40:06.483026,30.570716529714694,45.723299559392096,0.4020177616714613,20.48579466829312,43.153509944328086
Kyiv,50.4501,30.5234,2024-11-29 11:40:06.483026,81.58534293436566,121.71273976484656,0.5201717813938067,25.98402860194901,37.892382897325746
Kyiv,50.4501,30.5234,2024-11-29 17:40:06.483026,27.587406181666587,42.3641935142545,0.4150331644962558,70.05313436317134,41.32325872639261
Kyiv,50.4501,30.5234,2024-11-29 23:40:06.483026,16.787243231632466,24.104790361173855,0.3635541670438829,22.497617056974025,43.057055989482535
Kyiv,50.4501,30.5234,2024-11-30 05:40:06.483026,19.987139884893015,30.11454127581426,0.5445212704094483,24.073177198310095,47.086730497286986
Kyiv,50.4501,30.5234,2024-11-30 11:40:06.483026,27.654822434366807,39.0115460172582,0.46986801441684833,21.83536768129323,43.63052860472756
Kyiv,50.4501,30.5234,2024-11-30 17:40:06.483026,30.405264341791828,47.93722692969089,0.7026934804487937,13.378034222721327,39.712144139450906
Kyiv,50.4501,30.5234,2024-11-30 23:40:06.483026,27.61215631016413,42.75971635714661,0.6351084695935678,19.380240597696044,47.46382888605969
Kyiv,50.4501,30.5234,2024-12-01 05:40:06.483026,26.219424445314417,38.74461714416809,0.7056965352787894,24.490337010371373,44.6002780146231
Kyiv,50.4501,30.5234,2024-12-01 11:40:06.483026,25.334465038630356,37.06339949789391,0.46871137988074607,18.497217737993513,50.488343902798505
Kyiv,50.4501,30.5234,2024-12-01 17:40:06.483026,19.489657146595306,30.52374221252835,0.5512591159817776,20.270716033505405,43.25978799240974
Kyiv,50.4501,30.5234,2024-12-01 23:40:06.483026,23.325294777734758,33.57335540533022,0.2764232204260607,17.827748968144935,37.700130160713854
Kyiv,50.4501,30.5234,2024-12-02 05:40:06.483026,24.663535043136825,37.24603319623558,0.5111543398900429,26.33513223457319,48.83499016464607
Kyiv,50.4501,30.5234,2024-12-02 11:40:06.483026,32.29451668240093,50.764572598464206,0.5500279458285952,26.048930147907225,40.12940850964326
Kyiv,50.4501,30.5234,2024-12-02 17:40:06.483026,28.7691364465285,41.53119043151836,0.556425707743901,18.37391581392091,44.5536881330331
Kyiv,50.4501,30.5234,2024-12-02 23:40:06.483026,18.277945682816814,28.154120182465626,0.5376260881384424,21.488467230982494,44.06830313629055
Kyiv,50.4501,30.5234,2024-12-03 05:40:06.483026,28.755629001371933,43.76489403592888,0.549363440263126,19.02612243390684,43.43096038153626
Kyiv,50.4501,30.5234,2024-12-03 11:40:06.483026,25.251820901883736,37.68305771550024,0.2722203826629651,22.933450069076795,42.41674859506198
Kyiv,50.4501,30.5234,2024-12-03 17:40:06.483026,23.83460512851186,34.74432852455991,0.5700064862090309,22.638656796747814,35.0681020356184
Kyiv,50.4501,30.5234,2024-12-03 23:40:06.483026,30.31953829928722,47.908901562719606,0.5935671262946615,23.565695142381237,38.38121565947217
Kyiv,50.4501,30.5234,2024-12-04 05:40:06.483026,32.458054314785876,47.49194420064489,0.6798636743090075,22.147283694276723,49.065246664611564
Kyiv,50.4501,30.5234,2024-12-04 11:40:06.483026,32.001314491285086,44.37789393466839,0.583772083841775,29.978675567017454,45.66137443242744
Kyiv,50.4501,30.5234,2024-12-04 17:40:06.483026,23.190640043946306,36.06702724918153,0.5346608465298662,18.10959253499753,53.12657674322157
Kyiv,50.4501,30.5234,2024-12-04 23:40:06.483026,25.882435341703285,36.42104631301926,0.6590641366422844,16.082438547170135,38.45422172126666
Kyiv,50.4501,30.5234,2024-12-05 05:40:06.483026,29.126538961827176,45.07357073245094,0.3136710136362393,20.055840300300293,43.552052180451845
Kyiv,50.4501,30.5234,2024-12-05 11:40:06.483026,32.389626274459985,51.25424590737687,0.49874315971424943,16.551985522743294,49.583818553079176
Kyiv,50.4501,30.5234,2024-12-05 17:40:06.483026,25.15766176193542,38.99599239970048,0.4744896610173662,16.799379665562956,41.001181874974414
Kyiv,50.4501,30.5234,2024-12-05 23:40:06.483026,26.666823087378912,42.14305723484335,0.5484501794308289,18.293615022755098,41.4658417354924
Kyiv,50.4501,30.5234,2024-12-06 05:40:06.483026,22.104980057249932,37.19756829973419,0.332863817322685,18.551760747345153,42.48828306772642
