name,latitude,longitude,timestamp,gamma,beta,alpha,ambient_dose_rate
Kyiv,50.4501,30.5234,2024-11-24 11:21:48.995285,0.09051083479175163,0.04610073526889181,0.03173379646692438,0.16834536652756782
Kyiv,50.4501,30.5234,2024-11-25 11:21:48.995285,0.11764576554071393,0.055495990827028885,0.002845292386217832,0.17598704875396065
Kyiv,50.4501,30.5234,2024-11-26 11:21:48.995285,0.1096661317588313,0.043424227000356065,0.0042779040654551586,0.15736826282464253
Kyiv,50.4501,30.5234,2024-11-27 11:21:48.995285,0.09815064380004308,0.048182029496589916,0.02259101755380312,0.16892369085043613
Kyiv,50.4501,30.5234,2024-11-28 11:21:48.995285,0.11204422573985265,0.05051414918937276,0.0339986489669791,0.19655702389620452
Kyiv,50.4501,30.5234,2024-11-29 11:21:48.995285,0.08979671286325813,0.0509866870028875,0.005859786853873908,0.14664318672001952
Kyiv,50.4501,30.5234,2024-11-30 11:21:48.995285,0.09278587535919762,0.049620042062156394,0.003871298003885736,0.14627721542523975
Kyiv,50.4501,30.5234,2024-12-01 11:21:48.995285,0.09511618321659654,0.05258013912997638,0.007467463171522045,0.15516378551809498
Kyiv,50.4501,30.5234,2024-12-02 11:21:48.995285,0.0960830106404925,0.05415067263965539,0.011640126414462555,0.16187380969461043
Kyiv,50.4501,30.5234,2024-12-03 11:21:48.995285,0.09097751177904029,0.05444473183061806,0.003194817179565926,0.14861706078922426
Kyiv,50.4501,30.5234,2024-12-04 11:21:48.995285,0.11394376211276804,0.04592744667756826,0.013336001120802155,0.17320720991113844
Kyiv,50.4501,30.5234,2024-12-05 11:21:48.995285,0.09929372309473412,0.049520358059572236,0.0005303940438718155,0.14934447519817817
Kyiv,50.4501,30.5234,2024-12-06 11:21:48.995285,0.105576094682255,0.05699933680872779,0.000505509308122376,0.16308094079910518
Kyiv,50.4501,30.5234,2024-12-07 11:21:48.995285,0.09651570146590485,0.055582843502890195,0.004882290358062499,0.15698083532685755
Kyiv,50.4501,30.5234,2024-12-08 11:21:48.995285,0.08418069465457434,0.044329066572624434,0.004361406153665401,0.13287116738086416
Kyiv,50.4501,30.5234,2024-12-09 11:21:48.995285,0.1052541065350761,0.053034165977341945,0.0037926127023876857,0.1620808852148057
Kyiv,50.4501,30.5234,2024-12-10 11:21:48.995285,0.08359703182114328,0.04146866454079648,0.006753460896468937,0.1318191572584087
Kyiv,50.4501,30.5234,2024-12-11 11:21:48.995285,0.10219848386795141,0.05167708667470489,0.0038674186064988443,0.15774298914915513
Kyiv,50.4501,30.5234,2024-12-12 11:21:48.995285,0.08936606185823479,0.06101344120701133,0.0021351247744299524,0.15251462783967606
Kyiv,50.4501,30.5234,2024-12-13 11:21:48.995285,0.12308545660923173,0.04686688472211689,0.0037029520730588322,0.17365529340440744
Kyiv,50.4501,30.5234,2024-12-14 11:21:48.995285,0.11248885621768835,0.04751599927051266,0.036850576788188864,0.19685543227638988
Kyiv,50.4501,30.5234,2024-12-15 11:21:48.995285,0.10459429913447853,0.05558852951874616,0.005295216724374391,0.16547804537759908
Kyiv,50.4501,30.5234,2024-12-16 11:21:48.995285,0.11633431220545343,0.04413461513840514,0.005882697799283968,0.16635162514314253
Kyiv,50.4501,30.5234,2024-12-17 11:21:48.995285,0.09539347428777871,0.04876454188179284,0.008593080041840838,0.1527510962114124
Kyiv,50.4501,30.5234,2024-12-18 11:21:48.995285,0.10944967367876067,0.054989645633938634,0.04094790766610069,0.2053872269788
Kyiv,50.4501,30.5234,2024-12-19 11:21:48.995285,0.10617004036331032,0.048914538774614574,0.0027654601110677487,0.15785003924899263
Kyiv,50.4501,30.5234,2024-12-20 11:21:48.995285,0.10696795673884102,0.050984028026697305,0.0114344892650929,0.16938647403063123
Kyiv,50.4501,30.5234,2024-12-21 11:21:48.995285,0.1172058284184718,0.05596207526027723,0.012587271462934225,0.18575517514168324
Kyiv,50.4501,30.5234,2024-12-22 11:21:48.995285,0.11196042373682655,0.05442548177219707,0.009347714960388028,0.17573362046941163
Kyiv,50.4501,30.5234,2024-12-23 11:21:48.995285,0.10767457502940812,0.05372776118205595,0.0009274963440079736,0.16232983255547204
Kyiv,50.4501,30.5234,2024-12-24 11:21:48.995285,0.08838888113931682,0.050773266354449696,0.011297076030472879,0.1504592235242394
Kyiv,50.4501,30.5234,2024-12-25 11:21:48.995285,0.09548624648572641,0.0543936602956053,0.0006624099462875629,0.15054231672761928
Kyiv,50.4501,30.5234,2024-12-26 11:21:48.995285,0.10400706673769827,0.05199841463632897,0.009066935563182683,0.16507241693720995
Kyiv,50.4501,30.5234,2024-12-27 11:21:48.995285,0.10631377545814952,0.05497905390732043,0.01345464087165402,0.17474747023712398
Kyiv,50.4501,30.5234,2024-12-28 11:21:48.995285,0.09422231588493696,0.05027751644024821,0.0023695079741946246,0.14686934029937979
Kyiv,50.4501,30.5234,2024-12-29 11:21:48.995285,0.1297837843186954,0.051920663909557886,0.01842770745761794,0.2001321556858712
Kyiv,50.4501,30.5234,2024-12-30 11:21:48.995285,0.12097194328707374,0.047954212404508936,0.00030824021993599405,0.16923439591151868
Kyiv,50.4501,30.5234,2024-12-31 11:21:48.995285,0.11196845007353247,0.052798595384772634,0.01856700398734173,0.18333404944564685
Kyiv,50.4501,30.5234,2025-01-01 11:21:48.995285,0.10680513731398872,0.04898738003243141,0.006167956781969939,0.16196047412839007
Kyiv,50.4501,30.5234,2025-01-02 11:21:48.995285,0.10409837778539716,0.047540001491394375,0.002453737461825311,0.15409211673861684
Kyiv,50.4501,30.5234,2025-01-03 11:21:48.995285,0.09683513840867942,0.05447046724372783,0.0014361421961938275,0.1527417478486011
Kyiv,50.4501,30.5234,2025-01-04 11:21:48.995285,0.10726110079553845,0.054306846684463214,0.03064164607508018,0.19220959355508185
Kyiv,50.4501,30.5234,2025-01-05 11:21:48.995285,0.1091938715838503,0.05722254176595425,0.0007544103152392309,0.1671708236650438
Kyiv,50.4501,30.5234,2025-01-06 11:21:48.995285,0.09432683043351321,0.05121659024628924,0.0022201096784897427,0.14776353035829218
Kyiv,50.4501,30.5234,2025-01-07 11:21:48.995285,0.11021229184468564,0.055475528070302114,0.004274382809073824,0.1699622027240616
Kyiv,50.4501,30.5234,2025-01-08 11:21:48.995285,0.10544199278226898,0.056251279496626554,0.009682022408988973,0.1713752946878845
Kyiv,50.4501,30.5234,2025-01-09 11:21:48.995285,0.08803849064404384,0.055782152150566845,0.007870207803470636,0.15169085059808132
Kyiv,50.4501,30.5234,2025-01-10 11:21:48.995285,0.0986325902751641,0.04948995177746885,0.001342670830781798,0.14946521288341474
Kyiv,50.4501,30.5234,2025-01-11 11:21:48.995285,0.10321811489542342,0.05442390252617588,0.00342107260823604,0.16106309002983532
Kyiv,50.4501,30.5234,2025-01-12 11:21:48.995285,0.12634659745036747,0.05555556191875609,0.00272795786510522,0.18463011723422879
Kyiv,50.4501,30.5234,2025-01-13 11:21:48.995285,0.11314858933012321,0.05382742137693253,0.0024021704555933256,0.16937818116264908
Kyiv,50.4501,30.5234,2025-01-14 11:21:48.995285,0.09433933257784047,0.04341468584256427,0.005295741788075499,0.14304976020848023
Kyiv,50.4501,30.5234,2025-01-15 11:21:48.995285,0.11266332140488412,0.05470392737522128,0.012175020890595358,0.17954226967070075
Kyiv,50.4501,30.5234,2025-01-16 11:21:48.995285,0.09243641667818413,0.0650173834807701,0.002452012078556946,0.15990581223751116
Kyiv,50.4501,30.5234,2025-01-17 11:21:48.995285,0.1188405214206175,0.05220660909708847,0.004567776864231982,0.17561490738193797
Kyiv,50.4501,30.5234,2025-01-18 11:21:48.995285,0.10340414407189484,0.0504173098057602,0.00495801432353727,0.15877946820119232
Kyiv,50.4501,30.5234,2025-01-19 11:21:48.995285,0.10727840364563243,0.05597412556506906,0.037489067553667564,0.20074159676436906
Kyiv,50.4501,30.5234,2025-01-20 11:21:48.995285,0.12156967273908,0.0557177441841619,0.03093705848387592,0.20822447540711783
Kyiv,50.4501,30.5234,2025-01-21 11:21:48.995285,0.09553454837050229,0.06016676785525447,0.016101260629157194,0.17180257685491396
Kyiv,50.4501,30.5234,2025-01-22 11:21:48.995285,0.09452698906414536,0.0479597446780932,0.002766220220129904,0.14525295396236845
Kyiv,50.4501,30.5234,2025-01-23 11:21:48.995285,0.10275164631929799,0.05795072105425398,0.0007046250167707582,0.16140699239032275
Kyiv,50.4501,30.5234,2025-01-24 11:21:48.995285,0.11905835205748914,0.057289392079905306,0.0038112007453192888,0.18015894488271375
Kyiv,50.4501,30.5234,2025-01-25 11:21:48.995285,0.09356545629667401,0.053668725841018484,0.0031032932910236228,0.15033747542871612
Kyiv,50.4501,30.5234,2025-01-26 11:21:48.995285,0.08051911911832796,0.05611377413932527,0.007050695709406195,0.14368358896705943
Kyiv,50.4501,30.5234,2025-01-27 11:21:48.995285,0.10440822488050551,0.05960719414028953,0.015038530172563102,0.17905394919335813
Kyiv,50.4501,30.5234,2025-01-28 11:21:48.995285,0.11451371669563164,0.05885973124840347,0.019542050287976433,0.19291549823201154
