name,latitude,longitude,timestamp,ph,nitrates,conductivity
Kyiv,50.4501,30.5234,2024-11-24 11:21:48.995285,7.531729509033145,6.319467230408863,439.6726730487204
Kyiv,50.4501,30.5234,2024-11-25 11:21:48.995285,6.947339390194543,12.742398888693838,401.0982764981476
Kyiv,50.4501,30.5234,2024-11-26 11:21:48.995285,7.316481102055214,9.163512026488482,409.4528051792411
Kyiv,50.4501,30.5234,2024-11-27 11:21:48.995285,7.054570682033988,9.042450550885022,429.7669353484588
Kyiv,50.4501,30.5234,2024-11-28 11:21:48.995285,7.126387040320399,6.813236959951651,400.49733124383386
Kyiv,50.4501,30.5234,2024-11-29 11:21:48.995285,6.204871176975067,13.911706966881214,391.1657585208782
Kyiv,50.4501,30.5234,2024-11-30 11:21:48.995285,7.111287438513546,23.809641938453396,422.6348798925094
Kyiv,50.4501,30.5234,2024-12-01 11:21:48.995285,7.587747720963222,10.717939185908063,407.579187166641
Kyiv,50.4501,30.5234,2024-12-02 11:21:48.995285,6.947438977773377,12.511634505647205,410.52382759856846
Kyiv,50.4501,30.5234,2024-12-03 11:21:48.995285,7.221010547286126,11.6149779693276,391.03001417185476
Kyiv,50.4501,30.5234,2024-12-04 11:21:48.995285,6.897619717323232,10.737157096923005,374.2112142418059
Kyiv,50.4501,30.5234,2024-12-05 11:21:48.995285,7.344176670517109,7.537801832641389,414.13418368974425
Kyiv,50.4501,30.5234,2024-12-06 11:21:48.995285,7.113390720985531,9.406072827808527,428.35446582331497
Kyiv,50.4501,30.5234,2024-12-07 11:21:48.995285,6.824303383727197,11.485208241105871,406.5799406686874
Kyiv,50.4501,30.5234,2024-12-08 11:21:48.995285,7.7330205870660516,9.619015690055758,440.66222869147487
Kyiv,50.4501,30.5234,2024-12-09 11:21:48.995285,7.571572805412886,11.68348539557847,398.6893382474984
Kyiv,50.4501,30.5234,2024-12-10 11:21:48.995285,6.95803729442873,12.723277605300812,392.50381877738687
Kyiv,50.4501,30.5234,2024-12-11 11:21:48.995285,7.399115323767111,13.367417936003248,413.0795155001078
Kyiv,50.4501,30.5234,2024-12-12 11:21:48.995285,7.414964801128153,9.072247407656079,413.59420972578863
Kyiv,50.4501,30.5234,2024-12-13 11:21:48.995285,7.45692049400447,15.99964041841973,431.46285771132267
Kyiv,50.4501,30.5234,2024-12-14 11:21:48.995285,6.522297641601969,13.222573187078828,401.37688849842596
Kyiv,50.4501,30.5234,2024-12-15 11:21:48.995285,7.602642616413052,11.76495230354373,445.04569084511655
Kyiv,50.4501,30.5234,2024-12-16 11:21:48.995285,6.972120414829708,14.027695880606647,457.8245663946987
Kyiv,50.4501,30.5234,2024-12-17 11:21:48.995285,7.056868826623494,16.65913257521798,418.5002897728135
Kyiv,50.4501,30.5234,2024-12-18 11:21:48.995285,8.25515270090408,9.129999743916127,445.068607863985
Kyiv,50.4501,30.5234,2024-12-19 11:21:48.995285,7.320749352288405,11.635442728078878,399.72973871811064
Kyiv,50.4501,30.5234,2024-12-20 11:21:48.995285,7.04547100982113,22.2210439290165,443.14321045115986
Kyiv,50.4501,30.5234,2024-12-21 11:21:48.995285,6.317882250897638,12.626449773998104,443.3569952582098
Kyiv,50.4501,30.5234,2024-12-22 11:21:48.995285,7.755905653578543,13.048539838364535,440.44625914894016
