name,latitude,longitude,timestamp,heavy_metals,pesticides,ph
Kyiv,50.4501,30.5234,2024-11-24 11:21:48.995285,15.205275042663809,0.5149456089663309,6.3995591037666495
Kyiv,50.4501,30.5234,2024-11-25 11:21:48.995285,14.901678617426995,0.590843665610977,5.961823666042411
Kyiv,50.4501,30.5234,2024-11-26 11:21:48.995285,15.731012240590198,0.7656923238941826,6.329988467583484
Kyiv,50.4501,30.5234,2024-11-27 11:21:48.995285,15.471294224339054,0.6239642897447163,6.320053581824881
Kyiv,50.4501,30.5234,2024-11-28 11:21:48.995285,15.505214602305136,0.6708955054841403,6.302859511316583
Kyiv,50.4501,30.5234,2024-11-29 11:21:48.995285,14.602886437052238,0.5179206377738055,6.290684328830527
Kyiv,50.4501,30.5234,2024-11-30 11:21:48.995285,15.063407485244584,0.4794549893505,6.303961131282557
Kyiv,50.4501,30.5234,2024-12-01 11:21:48.995285,14.969975070539002,0.6017022413642923,6.384037515230672
Kyiv,50.4501,30.5234,2024-12-02 11:21:48.995285,14.634478084268531,0.6195002545396019,6.309337670355333
Kyiv,50.4501,30.5234,2024-12-03 11:21:48.995285,15.334390912637165,0.5141172157260558,6.562496752587678
Kyiv,50.4501,30.5234,2024-12-04 11:21:48.995285,14.90247026529157,0.617479706847244,6.608110614771459
Kyiv,50.4501,30.5234,2024-12-05 11:21:48.995285,15.515928624768362,0.6878215773281824,6.226806473845253
Kyiv,50.4501,30.5234,2024-12-06 11:21:48.995285,14.670008718421453,0.6966345351841973,6.88131959780211
Kyiv,50.4501,30.5234,2024-12-07 11:21:48.995285,16.081441819425077,0.7235390223585997,6.205981309447816
Kyiv,50.4501,30.5234,2024-12-08 11:21:48.995285,14.790506436709919,0.7145165813748847,6.014659815855399
Kyiv,50.4501,30.5234,2024-12-09 11:21:48.995285,15.365004463716405,0.6468093541369853,6.614233421409516
Kyiv,50.4501,30.5234,2024-12-10 11:21:48.995285,15.66788781272814,0.6579761802813358,6.2547775596756985
Kyiv,50.4501,30.5234,2024-12-11 11:21:48.995285,15.003162217780554,0.6010789854676603,6.5963874412272165
Kyiv,50.4501,30.5234,2024-12-12 11:21:48.995285,15.731155546372763,0.9107976133000298,5.778899419669841
Kyiv,50.4501,30.5234,2024-12-13 11:21:48.995285,14.706677862792155,0.7447357845079797,6.91773678244492
Kyiv,50.4501,30.5234,2024-12-14 11:21:48.995285,16.063581749185392,0.7316876147765858,6.701688022412121
Kyiv,50.4501,30.5234,2024-12-15 11:21:48.995285,15.360750754659252,0.6717746391516655,6.049857035251099
Kyiv,50.4501,30.5234,2024-12-16 11:21:48.995285,15.071518838906233,1.0683868971222448,6.056366862846114
Kyiv,50.4501,30.5234,2024-12-17 11:21:48.995285,15.23607252002989,0.6773298456904203,7.001679771229258
Kyiv,50.4501,30.5234,2024-12-18 11:21:48.995285,15.805947623902334,0.751282016624987,6.278786028950613
Kyiv,50.4501,30.5234,2024-12-19 11:21:48.995285,15.124965956687097,0.8449060070200312,6.249744545380213
Kyiv,50.4501,30.5234,2024-12-20 11:21:48.995285,15.058096747839043,0.872139637002738,5.820184371755215
Kyiv,50.4501,30.5234,2024-12-21 11:21:48.995285,15.337461042948542,0.9163376407914391,6.394766538319534
Kyiv,50.4501,30.5234,2024-12-22 11:21:48.995285,14.875069214517866,1.009351472097892,6.431684115549274
Kyiv,50.4501,30.5234,2024-12-23 11:21:48.995285,16.389005794086696,0.8868631277998626,6.714647929030845
Kyiv,50.4501,30.5234,2024-12-24 11:21:48.995285,15.210578254552615,0.7379025033136544,6.080276471544657
Kyiv,50.4501,30.5234,2024-12-25 11:21:48.995285,15.924479336942307,0.824662169545519,6.043913962327817
